,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
311,영상/Noun,1114,626,488,0.006958184202921104,0.005420174600706399,0.5619389587073609
312,대/Modifier,1114,550,564,0.00611342062556966,0.006264300153275429,0.5062836624775583
313,요/Noun,1099,666,433,0.007402796612053442,0.004809294266610391,0.6060054595086443
314,내내/Noun,1099,548,551,0.006091190005113043,0.006119910256125464,0.5013648771610555
315,일본/Noun,1098,391,707,0.004346086299268612,0.00785258902192505,0.6438979963570127
316,시키다/Verb,1097,384,713,0.004268279127670453,0.007919230512917342,0.649954421148587
317,보지/Noun,1094,324,770,0.003601360513971945,0.008552324677344115,0.7038391224862889
318,진심/Noun,1094,415,679,0.004612853744748016,0.007541595397294355,0.6206581352833638
319,건지다/Verb,1093,195,898,0.002167485494520152,0.009974009818513006,0.8215919487648673
320,부분/Noun,1092,565,527,0.006280150278994287,0.0058533442921562965,0.5173992673992674
321,화/Suffix,1089,474,615,0.005268657048218215,0.0068307528267099096,0.5647382920110193
322,이제/Noun,1082,522,560,0.0058021919391770226,0.0062198724926139015,0.5175600739371534
323,다른/Noun,1077,615,462,0.0068359157904097105,0.005131394806406469,0.5710306406685237
324,이랑/Josa,1077,470,607,0.005224195807304982,0.006741897505386854,0.5636025998142989
325,일/Modifier,1074,387,687,0.004301625058355379,0.007630450718617411,0.6396648044692738
326,제목/Noun,1073,405,668,0.004501700642464931,0.007419419330475154,0.6225535880708295
327,귀엽다/Adjective,1069,881,188,0.009792588311139765,0.00208810005109181,0.8241347053320861
328,이라/Josa,1066,537,529,0.0059689215926016495,0.005875558122487061,0.5037523452157598
329,몰입/Noun,1061,631,430,0.007013760754062646,0.004775973521114246,0.5947219604147032
330,(/Punctuation,1060,510,550,0.005668808216437321,0.006108803340960082,0.5188679245283019
331,대단하다/Adjective,1057,751,306,0.008347597981459662,0.003398716040606882,0.7105014191106906
332,밖에/Josa,1056,430,626,0.004779583398172643,0.0069529288935291115,0.5928030303030303
333,)/Punctuation,1054,502,552,0.005579885734610853,0.006131017171290846,0.523719165085389
334,기분/Noun,1053,521,532,0.005791076628948714,0.005908878867983206,0.5052231718898386
335,뿐/Noun,1051,311,740,0.003456861481003935,0.008219117222382655,0.7040913415794482
336,두/Determiner,1051,585,466,0.006502456483560456,0.005175822467067996,0.5566127497621313
337,무엇/Noun,1050,539,511,0.005991152213058267,0.0056756336495101855,0.5133333333333333
338,ㅎ/KoreanParticle,1048,840,208,0.009336860591779116,0.002310238354399449,0.8015267175572519
339,;/Punctuation,1045,287,758,0.0031900940355245313,0.00841904169535953,0.7253588516746412
340,표현/Noun,1042,681,361,0.007569526265478069,0.00400959637470289,0.6535508637236085
341,OO/Alpha,1033,220,813,0.002445368250227864,0.00902992202945554,0.78702807357212
342,후/Noun,1032,499,533,0.005546539803925927,0.0059199857831485885,0.5164728682170543
343,가족/Noun,1031,710,321,0.007891870262099015,0.0035653197680876113,0.6886517943743938
344,믿다/Verb,1028,528,500,0.005868883800546874,0.0055534575826909835,0.5136186770428015
345,잔잔하다/Adjective,1023,897,126,0.0099704332747927,0.0013994713108381278,0.8768328445747801
346,처럼/Josa,1023,537,486,0.0059689215926016495,0.005397960770375636,0.5249266862170088
347,요즘/Noun,1013,643,370,0.007147144476802348,0.004109558611191328,0.6347482724580454
348,감/Noun,1013,542,471,0.0060244981437431915,0.005231357042894906,0.5350444225074038
349,점도/Noun,1011,91,920,0.001011493230776071,0.01021836195215141,0.9099901088031652
350,이/Suffix,1007,511,496,0.005679923526665629,0.005509029922029456,0.5074478649453823
351,긴장감/Noun,1001,507,494,0.005635462285752396,0.0054868160916986914,0.5064935064935064
352,용/Noun,999,295,704,0.0032790165173509993,0.007819268276428905,0.7047047047047047
353,떨어지다/Verb,997,207,790,0.002300869217259854,0.008774462980651754,0.7923771313941825
354,ㅜㅜ/KoreanParticle,996,633,363,0.007035991374519263,0.004031810205033654,0.6355421686746988
355,모든/Noun,986,630,356,0.007002645443834337,0.00395406179887598,0.6389452332657201
356,4/Number,981,333,648,0.003701398306026721,0.007197281027167515,0.6605504587155964
357,이라는/Josa,981,510,471,0.005668808216437321,0.005231357042894906,0.5198776758409785
358,급/Noun,974,237,737,0.0026343285241091077,0.00818579647688651,0.7566735112936345
359,웃다/Verb,974,598,376,0.006646955516528466,0.00417620010218362,0.6139630390143738
360,위/Noun,973,445,528,0.00494631305159727,0.005864451207321679,0.5426515930113053
361,조금/Noun,967,582,385,0.006469110552875531,0.004276162338672057,0.6018614270941055
362,특히/Adverb,966,665,301,0.007391681301825134,0.003343181464779972,0.6884057971014492
363,여/Modifier,966,412,554,0.00457950781406309,0.006153231001621609,0.5734989648033126
364,빠지다/Verb,964,602,362,0.0066914167574417,0.004020703289868272,0.6244813278008299
365,대사/Noun,960,476,484,0.005290887668674833,0.005375746940044872,0.5041666666666667
366,개인/Noun,957,633,324,0.007035991374519263,0.0035986405135837573,0.6614420062695925
367,분/Noun,957,530,427,0.00589111442100349,0.0047426527756181,0.5538140020898642
368,스릴러/Noun,954,424,530,0.004712891536802792,0.005886665037652442,0.5555555555555556
369,공포/Noun,951,319,632,0.0035457839628304025,0.007019570384521403,0.6645636172450052
370,짜다/Verb,947,361,586,0.0040126269924193585,0.006508652286913832,0.6187961985216474
371,극장/Noun,938,444,494,0.0049351977413689616,0.0054868160916986914,0.5266524520255863
372,건/Noun,932,292,640,0.0032456705866660738,0.007108425705844459,0.6866952789699571
373,한테/Josa,931,317,614,0.0035235533423737856,0.006819645911544527,0.6595059076262084
374,작가/Noun,929,209,720,0.0023230998377164708,0.007996978919075016,0.77502691065662
375,이유/Noun,928,364,564,0.004045972923104284,0.006264300153275429,0.6077586206896551
376,나름/Noun,923,600,323,0.0066691861369850836,0.003587533598418375,0.6500541711809318
377,잼/Noun,923,524,399,0.005824422559633639,0.004431659150987405,0.5677139761646804
378,시작/Noun,922,432,490,0.00480181401862926,0.005442388431037164,0.5314533622559653
379,욕/Noun,910,166,744,0.0018451414978992065,0.008263544883044184,0.8175824175824176
380,차라리/Noun,909,59,850,0.0006558033034701999,0.009440877890574672,0.935093509350935
381,이상하다/Adjective,909,232,677,0.0025787519729675657,0.007519381566963592,0.7447744774477447
382,노래/Noun,909,604,305,0.006713647377898317,0.0033876091254415,0.6644664466446645
383,깊다/Adjective,907,808,99,0.008981170664473246,0.0010995846013728146,0.8908489525909592
384,제대로/Noun,907,366,541,0.0040682035435609006,0.006008841104471644,0.5964718853362734
385,짱/Noun,905,842,63,0.009359091212235734,0.0006997356554190639,0.9303867403314917
386,중간/Noun,905,328,577,0.0036458217548851787,0.006408690050425395,0.6375690607734806
387,울다/Verb,900,695,205,0.007725140608674388,0.002276917608903303,0.7722222222222223
388,알바/Noun,897,104,793,0.001155992263744081,0.0088077837261479,0.8840579710144928
389,-/Punctuation,894,421,473,0.004679545606117867,0.0052535708732256705,0.529082774049217
390,0/Number,888,77,811,0.0008558788875797523,0.009007708199124775,0.9132882882882883
391,애니/Noun,888,446,442,0.004957428361825579,0.004909256503098829,0.5022522522522522
392,따뜻하다/Adjective,884,833,51,0.009259053420180957,0.0005664526734344803,0.9423076923076923
393,느껴지다/Verb,884,553,331,0.0061467665562545855,0.003676388919741431,0.6255656108597285
394,삶/Noun,883,770,113,0.008558788875797524,0.0012550814136881622,0.8720271800679502
395,에도/Josa,881,473,408,0.005257541737989907,0.004531621387475843,0.5368898978433598
396,",,/Punctuation",879,413,466,0.004590623124291399,0.005175822467067996,0.5301478953356087
397,...../Punctuation,877,327,550,0.0036347064446568705,0.006108803340960082,0.6271379703534777
398,제/Noun,874,553,321,0.0061467665562545855,0.0035653197680876113,0.6327231121281465
399,오랜/Modifier,870,699,171,0.007769601849587622,0.0018992824932803163,0.803448275862069
400,기/Noun,869,240,629,0.0026676744547940332,0.006986249639025257,0.7238204833141542
401,예쁘다/Adjective,865,571,294,0.006346842140364138,0.0032654330586222983,0.6601156069364161
402,제일/Noun,865,507,358,0.005635462285752396,0.0039762756292067445,0.5861271676300578
403,당시/Noun,862,550,312,0.00611342062556966,0.0034653575315991736,0.6380510440835266
404,빼다/Verb,861,250,611,0.002778827557077118,0.006786325166048382,0.7096399535423926
405,점수/Noun,857,271,586,0.0030122490718715957,0.006508652286913832,0.6837806301050176
406,해보다/Verb,855,496,359,0.0055131938732410025,0.003987382544372126,0.5801169590643275
407,의미/Noun,854,412,442,0.00457950781406309,0.004909256503098829,0.5175644028103045
408,영화로/Noun,847,377,470,0.004190471956072294,0.005220250127729524,0.5548996458087367
409,놈/Noun,846,250,596,0.002778827557077118,0.006619721438567652,0.7044917257683215
410,아직도/Adverb,841,631,210,0.007013760754062646,0.002332452184730213,0.7502972651605232
411,어설프다/Adjective,834,79,755,0.0008781095080363693,0.008385720949863385,0.9052757793764988
412,막장/Noun,834,144,690,0.00160060467287642,0.007663771464113557,0.8273381294964028
413,력/Suffix,830,347,483,0.00385701264922304,0.00536464002487949,0.5819277108433735
414,연/Modifier,829,393,436,0.00436831691972523,0.004842615012106538,0.525934861278649
415,친구/Noun,827,432,395,0.00480181401862926,0.004387231490325877,0.5223700120918985
416,훌륭하다/Adjective,825,663,162,0.007369450681368517,0.0017993202567918786,0.8036363636363636
417,세상/Noun,824,533,291,0.005924460351688416,0.0032321123131261523,0.6468446601941747
418,이지/Josa,815,332,483,0.003690282995798413,0.00536464002487949,0.592638036809816
419,이라고/Josa,815,342,473,0.0038014360980814974,0.0052535708732256705,0.5803680981595092
420,공포영화/Noun,809,293,516,0.0032567858968943824,0.0057311682253370945,0.6378244746600742
421,위해/Noun,809,386,423,0.00429050974812707,0.004698225114956572,0.522867737948084
422,도대체/Noun,805,101,704,0.0011226463330591557,0.007819268276428905,0.8745341614906832
423,웃음/Noun,805,380,425,0.004223817886757219,0.004720438945287336,0.5279503105590062
424,힘들다/Adjective,799,310,489,0.0034457461707756262,0.0054312815158717815,0.6120150187734669
425,앞/Noun,797,485,312,0.005390925460729609,0.0034653575315991736,0.6085319949811794
426,생각나다/Verb,795,647,148,0.007191605717715582,0.001643823444476531,0.8138364779874214
427,류/Noun,790,141,649,0.0015672587421914947,0.007208387942332897,0.8215189873417722
428,로/Noun,790,335,455,0.003723628926483338,0.005053646400248795,0.5759493670886076
429,7/Number,790,388,402,0.004312740368583687,0.004464979896483551,0.5088607594936709
430,의/Noun,788,444,344,0.0049351977413689616,0.0038207788168913965,0.5634517766497462
431,절대/Noun,787,263,524,0.002923326590045128,0.005820023546660151,0.6658195679796697
432,그리다/Verb,785,442,343,0.004912967120912345,0.0038096719017260148,0.5630573248407643
433,뭘/Noun,782,175,607,0.0019451792899539827,0.006741897505386854,0.7762148337595908
434,잇다/Verb,780,524,256,0.005824422559633639,0.0028433702823377834,0.6717948717948717
435,우리나라/Noun,778,423,355,0.0047017762265744835,0.003942954883710598,0.5437017994858612
436,다르다/Adjective,778,400,378,0.004446124091323389,0.004198413932514383,0.5141388174807198
437,물/Noun,777,295,482,0.0032790165173509993,0.005353533109714108,0.6203346203346203
438,제/Modifier,775,314,461,0.00349020741168886,0.005120287891241086,0.5948387096774194
439,미국/Noun,774,361,413,0.0040126269924193585,0.0045871559633027525,0.5335917312661499
440,써다/Verb,768,243,525,0.002701020385478959,0.005831130461825532,0.68359375
441,수작/Noun,766,696,70,0.007736255918902696,0.0007774840615767377,0.9086161879895561
442,엄청/Adverb,766,465,301,0.00516861925616344,0.003343181464779972,0.6070496083550914
443,걍/Adverb,765,208,557,0.002311984527488162,0.006186551747117756,0.7281045751633987
444,설정/Noun,762,139,623,0.0015450281217348775,0.006919608148032965,0.8175853018372703
445,초반/Noun,761,265,496,0.002945557210501745,0.005509029922029456,0.6517739816031537
446,찾다/Verb,758,431,327,0.004790698708400951,0.0036319612590799033,0.5686015831134564
447,5/Number,758,346,412,0.003845897338994731,0.00457604904813737,0.5435356200527705
448,놓다/Verb,755,225,530,0.0025009448013694063,0.005886665037652442,0.7019867549668874
449,필요없다/Adjective,754,630,124,0.007002645443834337,0.001377257480507364,0.8355437665782494
450,일/Noun,751,400,351,0.004446124091323389,0.0038985272230490703,0.5326231691078562
451,신선하다/Adjective,748,507,241,0.005635462285752396,0.002676766554857054,0.6778074866310161
452,싫다/Adjective,746,130,616,0.0014449903296801013,0.006841859741875292,0.8257372654155496
453,시나리오/Noun,742,207,535,0.002300869217259854,0.005942199613479352,0.7210242587601078
454,딱/Adverb,742,251,491,0.0027899428673054264,0.005453495346202546,0.6617250673854448
455,이란/Josa,742,435,307,0.004835159949314186,0.0034098229557722637,0.5862533692722371
456,사실/Noun,742,429,313,0.004768468087944335,0.0034764644467645558,0.578167115902965
457,해/Noun,741,351,390,0.0039014738901362736,0.004331696914498967,0.5263157894736842
458,출연/Noun,740,226,514,0.0025120601115977146,0.005708954395006331,0.6945945945945946
459,남/Noun,740,366,374,0.0040682035435609006,0.0041539862718528555,0.5054054054054054
460,대다/Verb,739,359,380,0.003990396371962741,0.0042206277628451475,0.5142083897158322
461,멋있다/Adjective,732,615,117,0.0068359157904097105,0.0012995090743496902,0.8401639344262295
462,관객/Noun,732,188,544,0.0020896783229219927,0.00604216184996779,0.7431693989071039
463,한국영/Noun,731,295,436,0.0032790165173509993,0.004842615012106538,0.5964432284541724
464,이야/Josa,730,298,432,0.003312362448035925,0.00479818735144501,0.5917808219178082
465,가지/Noun,725,278,447,0.003090056243469755,0.004964791078925739,0.616551724137931
466,노잼/Noun,724,17,707,0.00018896027388124403,0.00785258902192505,0.9765193370165746
467,"""/Punctuation",724,358,366,0.003979281061734433,0.0040651309505298,0.505524861878453
468,뭔/Modifier,722,104,618,0.001155992263744081,0.006864073572206055,0.8559556786703602
469,분위기/Noun,721,443,278,0.004924082431140653,0.003087722415976187,0.6144244105409153
470,답답하다/Adjective,719,131,588,0.0014561056399084098,0.006530866117244597,0.8178025034770514
471,아프다/Adjective,719,559,160,0.006213458417624436,0.0017771064264611148,0.7774687065368567
472,시대/Noun,719,474,245,0.005268657048218215,0.002721194215518582,0.6592489568845619
473,봄/Noun,718,398,320,0.004423893470866772,0.0035542128529222295,0.5543175487465181
474,장난/Noun,714,182,532,0.002022986461552142,0.005908878867983206,0.7450980392156863
475,죽이다/Verb,713,198,515,0.0022008314252050776,0.005720061310171713,0.7223001402524544
476,기다/Verb,712,351,361,0.0039014738901362736,0.00400959637470289,0.5070224719101124
477,최고다/Noun,711,679,32,0.007547295645021453,0.0003554212852922229,0.9549929676511955
478,스럽다/Adjective,711,238,473,0.0026454438343374164,0.0052535708732256705,0.6652601969057665
479,명/Noun,711,303,408,0.003367938999177467,0.004531621387475843,0.5738396624472574
480,OOO/Alpha,708,91,617,0.001011493230776071,0.006852966657040674,0.8714689265536724
481,결국/Adverb,708,253,455,0.0028121734877620433,0.005053646400248795,0.6426553672316384
482,지루함/Noun,707,100,607,0.0011115310228308473,0.006741897505386854,0.8585572842998586
483,추억/Noun,707,576,131,0.00640241869150568,0.0014550058866650377,0.8147100424328148
484,나쁘다/Adjective,707,269,438,0.002990018451414979,0.004864828842437301,0.6195190947666195
485,대/Suffix,707,376,331,0.0041793566458439855,0.003676388919741431,0.5318246110325319
486,소리/Noun,705,202,503,0.0022452926661183114,0.005586778328187129,0.7134751773049646
487,니/Josa,705,294,411,0.0032679012071226907,0.004564942132971988,0.5829787234042553
488,따다/Verb,704,382,322,0.0042460485072138366,0.0035764266832529934,0.5426136363636364
489,이딴/Modifier,703,26,677,0.00028899806593602026,0.007519381566963592,0.9630156472261735
490,더럽다/Adjective,701,81,620,0.0009003401284929862,0.0068862874025368195,0.884450784593438
491,준/Noun,699,391,308,0.004346086299268612,0.003420929870937646,0.5593705293276109
492,영화관/Noun,695,298,397,0.003312362448035925,0.004409445320656641,0.5712230215827339
493,마다/Josa,694,480,214,0.0053353489095880665,0.0023768798453917407,0.69164265129683
494,살/Noun,690,420,270,0.004668430295889558,0.002998867094653131,0.6086956521739131
